ensembl_gene_id	mgi_symbol	gene_biotype	description	PFC.P.Value_PFC_FENT	PFC.logFC_PFC_FENT	AMY.P.Value_AMY_FENT	AMY.logFC_AMY_FENT	INPUT.P.Value_INPUT_FENT	INPUT.logFC_INPUT_FENT	NAC.P.Value_NAC_FENT	NAC.logFC_NAC_FENT	cell_type	avg_logFC	p_val	p_val_adj	de_family	de_method	de_type
ENSMUSG00000000253	Gmpr	protein_coding	guanosine monophosphate reductase [Source:MGI Symbol;Acc:MGI:1913605]	0.0491910129061164	0.13873297258558	0.760430583465725	-0.0213427640444555	0.0378940942191043	-0.13232152233317	0.772354767017753	-0.0200792402893866	24	2.5759842651292	0.0335056627083147	1	pseudobulk	edgeR	LRT
ENSMUSG00000000278	Scpep1	protein_coding	serine carboxypeptidase 1 [Source:MGI Symbol;Acc:MGI:1921867]	0.759696799940883	0.0259969254521295	0.0477211851547727	0.172470481880302	0.539856356107393	0.0470508245438344	0.727152213741412	-0.0296582320672014	24	2.61122203149548	0.0057038147512045	1	pseudobulk	edgeR	LRT
ENSMUSG00000000295	Hddc2	protein_coding	HD domain containing 2 [Source:MGI Symbol;Acc:MGI:1916942]	0.0718421845217942	-0.193350240988925	0.535041585248163	0.0663815744639324	0.733765227461851	-0.0325169886973886	0.203005138065874	-0.135797453188544	24	-4.01248000519136	0.0247101293956543	1	pseudobulk	edgeR	LRT
ENSMUSG00000000958	Slc7a7	protein_coding	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7 [Source:MGI Symbol;Acc:MGI:1337120]	0.526389344205028	-0.182194940650253	0.120439692391948	-0.454230982988305	0.104795322041908	-0.424752661822415	0.630254335192334	0.13833668361704	24	-4.34889799825604	0.0114413067811613	1	pseudobulk	edgeR	LRT
ENSMUSG00000001288	Rarg	protein_coding	retinoic acid receptor, gamma [Source:MGI Symbol;Acc:MGI:97858]	0.777864832156773	0.0382889006102189	0.122314601187179	-0.213565511653985	0.525921767376801	0.0777515833266669	0.262065038310078	-0.15298215886899	24	4.57135985527571	0.0160695813135748	1	pseudobulk	edgeR	LRT
ENSMUSG00000001542	Ell2	protein_coding	elongation factor for RNA polymerase II 2 [Source:MGI Symbol;Acc:MGI:2183438]	0.371501810789377	0.0855798395386791	0.240026655589604	-0.113743446022389	0.631556537872558	-0.0413208211952318	0.0332860491971322	-0.20710762813971	24	-2.34380740368929	0.0331157397621995	1	pseudobulk	edgeR	LRT
ENSMUSG00000001576	Ergic1	protein_coding	endoplasmic reticulum-golgi intermediate compartment 1 [Source:MGI Symbol;Acc:MGI:1914708]	0.358673753551712	-0.0527889444183733	0.367334935919335	0.0522756030590386	0.439697124222755	-0.0400411627809683	0.37286025707057	0.0512390577796014	24	1.09996809597432	0.0450998597371205	1	pseudobulk	edgeR	LRT
ENSMUSG00000001663	Gstt1	protein_coding	glutathione S-transferase, theta 1 [Source:MGI Symbol;Acc:MGI:107379]	0.0138397755435105	-0.44967887837111	0.690011985665012	-0.0716549475019367	0.576853810471774	-0.0897215771546405	0.719563960645221	-0.0639570708407322	24	-2.56754614152885	0.043785771524518	1	pseudobulk	edgeR	LRT
ENSMUSG00000001687	Ubl3	protein_coding	ubiquitin-like 3 [Source:MGI Symbol;Acc:MGI:1344373]	0.376219621328137	-0.0682046363509161	0.950676144833338	0.00479225268810879	0.20145592224333	-0.0891286869464021	0.25232737605077	-0.0884292456425571	24	1.78344379578601	0.0259305668184575	1	pseudobulk	edgeR	LRT
ENSMUSG00000002129	Sf3a1	protein_coding	splicing factor 3a, subunit 1 [Source:MGI Symbol;Acc:MGI:1914715]	0.65099177489693	-0.0238493812411824	0.959545177556303	-0.00269441288275196	0.711449685198426	0.0175847024380369	0.458603509521099	0.039129783901855	24	-1.7499803422177	0.0116330411150912	1	pseudobulk	edgeR	LRT
