ensembl_gene_id	mgi_symbol	gene_biotype	description	PFC.P.Value_PFC_FENT	PFC.logFC_PFC_FENT	AMY.P.Value_AMY_FENT	AMY.logFC_AMY_FENT	INPUT.P.Value_INPUT_FENT	INPUT.logFC_INPUT_FENT	NAC.P.Value_NAC_FENT	NAC.logFC_NAC_FENT	cell_type	avg_logFC	p_val	p_val_adj	de_family	de_method	de_type
ENSMUSG00000000058	Cav2	protein_coding	caveolin 2 [Source:MGI Symbol;Acc:MGI:107571]	0.371280081998637	0.0958921220074258	0.744766099795818	-0.0351073704388254	0.321395547020542	-0.0960006903364565	0.78793020228372	0.0287622368290361	15	-3.04636624772498	0.0138572786786921	1	pseudobulk	edgeR	LRT
ENSMUSG00000000126	Wnt9a	protein_coding	wingless-type MMTV integration site family, member 9A [Source:MGI Symbol;Acc:MGI:2446084]	0.766341371465059	-0.0608294738853602	0.388755370957097	-0.178408465139008	0.974768862860917	0.00583742760976425	0.2898925588834	0.217594193266757	15	4.13607789491683	0.0374429954213352	1	pseudobulk	edgeR	LRT
ENSMUSG00000000296	Tpd52l1	protein_coding	tumor protein D52-like 1 [Source:MGI Symbol;Acc:MGI:1298386]	0.0641011089082451	-0.399098253151078	0.440728405922219	-0.165582840600973	0.159457683415521	-0.27185670277154	0.466667282277541	0.15498589173638	15	-1.39690644515311	0.045065712749853	1	pseudobulk	edgeR	LRT
ENSMUSG00000000740	Rpl13	protein_coding	ribosomal protein L13 [Source:MGI Symbol;Acc:MGI:105922]	0.466848461546002	-0.0513836787157245	0.0423202155714474	-0.146818990773499	0.0726577758948282	0.11564939587284	0.357265181106721	-0.0650988448486594	15	1.4270769079414	0.00179557944078331	1	pseudobulk	edgeR	LRT
ENSMUSG00000000901	Mmp11	protein_coding	matrix metallopeptidase 11 [Source:MGI Symbol;Acc:MGI:97008]	0.302732864829033	0.15413250763263	0.996763893482109	0.000608960855580487	0.214665054713945	-0.167725081037162	0.442307532601162	0.114675937285138	15	4.23791380530407	0.0340194087276754	1	pseudobulk	edgeR	LRT
ENSMUSG00000001089	Luzp1	protein_coding	leucine zipper protein 1 [Source:MGI Symbol;Acc:MGI:107629]	0.903152649599178	0.0171285498708151	0.37562495023965	0.12618101132185	0.398297574967122	-0.107563594013894	0.21424522406261	-0.175964759994374	15	1.30508728382471	0.000618902410475929	0.74188284799172	pseudobulk	edgeR	LRT
ENSMUSG00000001440	Kpnb1	protein_coding	karyopherin subunit beta 1 [Source:MGI Symbol;Acc:MGI:107532]	0.757714079081615	0.0143001002782741	0.00106510167667537	0.160120257434546	0.471684711996823	-0.0301476775589391	0.0773419913350578	0.0829378269427306	15	1.33580317962428	0.0172263474423149	1	pseudobulk	edgeR	LRT
ENSMUSG00000002059	Rab34	protein_coding	RAB34, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:104606]	0.736393398040426	-0.0342599285237206	0.343856739631446	0.0974701060780867	0.114866087657794	-0.146198154119876	0.624084098010422	0.0499023320704679	15	-0.97081633734819	0.0361815661252448	1	pseudobulk	edgeR	LRT
ENSMUSG00000002279	Lmf1	protein_coding	lipase maturation factor 1 [Source:MGI Symbol;Acc:MGI:1923733]	0.455062805378473	-0.0724154040222773	0.280350130698897	0.10580658428592	0.898462554063099	0.0111319856800167	0.985242129141713	0.00178893145431824	15	-1.21744118922885	0.0251297663226869	1	pseudobulk	edgeR	LRT
ENSMUSG00000002496	Tsc2	protein_coding	TSC complex subunit 2 [Source:MGI Symbol;Acc:MGI:102548]	0.986736119718572	0.000834395386575704	0.112097912765648	0.0812827832556411	0.763929676078979	-0.0136010279843073	0.625780475394612	0.0245012066102124	15	1.65441172919579	0.00557875343710663	1	pseudobulk	edgeR	LRT
