ensembl_gene_id	mgi_symbol	gene_biotype	description	PFC.P.Value_PFC_FENT	PFC.logFC_PFC_FENT	AMY.P.Value_AMY_FENT	AMY.logFC_AMY_FENT	INPUT.P.Value_INPUT_FENT	INPUT.logFC_INPUT_FENT	NAC.P.Value_NAC_FENT	NAC.logFC_NAC_FENT	cell_type	avg_logFC	p_val	p_val_adj	de_family	de_method	de_type
ENSMUSG00000000037	Scml2	protein_coding	Scm polycomb group protein like 2 [Source:MGI Symbol;Acc:MGI:1340042]	0.567450624488283	0.147763665404181	0.979055147130154	-0.00683208815761166	0.709156660589188	-0.0868683191400034	0.64045556509803	-0.12063974772972	20	3.83201746667569	0.0359831537067627	1	pseudobulk	edgeR	LRT
ENSMUSG00000000296	Tpd52l1	protein_coding	tumor protein D52-like 1 [Source:MGI Symbol;Acc:MGI:1298386]	0.0641011089082451	-0.399098253151078	0.440728405922219	-0.165582840600973	0.159457683415521	-0.27185670277154	0.466667282277541	0.15498589173638	20	2.49403472065236	0.0206244110859802	1	pseudobulk	edgeR	LRT
ENSMUSG00000000305	Cdh4	protein_coding	cadherin 4 [Source:MGI Symbol;Acc:MGI:99218]	0.456703335382915	-0.135624085861054	0.929224824423797	0.016283773064762	0.766175895198026	0.0487808105100149	0.469735868544765	0.13171121326085	20	-0.937105100774813	0.0436161549868222	1	pseudobulk	edgeR	LRT
ENSMUSG00000000374	Trappc10	protein_coding	trafficking protein particle complex 10 [Source:MGI Symbol;Acc:MGI:1336209]	0.817068903473902	0.010437525312919	0.514117593759451	0.0297347551167348	0.711372551469576	-0.0150645435647871	0.552340061531904	-0.026848227539241	20	-1.36676462028261	0.0315236544951668	1	pseudobulk	edgeR	LRT
ENSMUSG00000000708	Kat2b	protein_coding	K(lysine) acetyltransferase 2B [Source:MGI Symbol;Acc:MGI:1343094]	0.0384588746570363	0.279855870952654	0.763840898025437	-0.0402385120816779	0.31828503838024	0.120010215843703	0.53069774878014	-0.083371237785705	20	-2.03455584368264	0.00264975999338307	1	pseudobulk	edgeR	LRT
ENSMUSG00000000915	Hip1r	protein_coding	huntingtin interacting protein 1 related [Source:MGI Symbol;Acc:MGI:1352504]	0.868440200648356	0.00789335819841241	0.891226512227971	0.00657150587616817	0.251430540897512	-0.0495653097268649	0.766496152770865	-0.0141549244253412	20	-2.15757863478332	0.00782867279441717	1	pseudobulk	edgeR	LRT
ENSMUSG00000001018	Snapin	protein_coding	SNAP-associated protein [Source:MGI Symbol;Acc:MGI:1333745]	0.332532750792632	-0.0812501866319137	0.852648445955028	-0.0156452577894468	0.367246983709118	-0.0681532113749674	0.319750619434828	-0.0834436693242542	20	2.77569403852452	0.0170130258023382	1	pseudobulk	edgeR	LRT
ENSMUSG00000001105	Ift20	protein_coding	intraflagellar transport 20 [Source:MGI Symbol;Acc:MGI:1915585]	0.204907219387426	-0.106619903767918	0.165509750417738	-0.117777717732093	0.174889985452873	-0.103019470747322	0.0182364985476455	-0.20194462460379	20	1.46054312620023	0.0413824251441152	1	pseudobulk	edgeR	LRT
ENSMUSG00000001134	Uxt	protein_coding	ubiquitously expressed prefoldin like chaperone [Source:MGI Symbol;Acc:MGI:1277988]	0.458811484330149	0.178938887082287	0.570457698123262	-0.138071960542252	0.304147998245662	0.224358872613634	0.919748683725254	0.0242804973076829	20	3.83201746667569	0.0359831537067627	1	pseudobulk	edgeR	LRT
ENSMUSG00000001151	Pcnt	protein_coding	pericentrin (kendrin) [Source:MGI Symbol;Acc:MGI:102722]	0.834965308604733	0.0189297991674096	0.0399649118856644	-0.191585243773999	0.314237328777487	-0.0828156739473815	0.509925653207299	-0.0599722983017936	20	-2.02678356561306	0.0402096273260694	1	pseudobulk	edgeR	LRT
ENSMUSG00000001630	Stk38l	protein_coding	serine/threonine kinase 38 like [Source:MGI Symbol;Acc:MGI:1922250]	0.480801540393019	0.0510600620082573	0.622159976827701	0.0359525190858134	0.348418633291046	-0.0613517373458952	0.487135797577583	-0.0503224821904631	20	-1.9801826435017	0.0484395903085411	1	pseudobulk	edgeR	LRT
ENSMUSG00000001911	Nfix	protein_coding	nuclear factor I/X [Source:MGI Symbol;Acc:MGI:97311]	0.590188828609552	0.0810809261721177	0.412817515026062	-0.124533674800899	0.53834872667743	-0.0835863413986333	0.147565870188498	-0.219702037988455	20	4.15387901670119	0.018470839119798	1	pseudobulk	edgeR	LRT
ENSMUSG00000001946	Esam	protein_coding	endothelial cell-specific adhesion molecule [Source:MGI Symbol;Acc:MGI:1916774]	0.434119857731202	0.149978307501004	0.687059873988602	-0.0777494628592357	0.370451237509901	0.15502608767823	0.219623953535514	0.236271574030694	20	-4.24470422410943	0.0191321999437344	1	pseudobulk	edgeR	LRT
ENSMUSG00000001985	Grik3	protein_coding	glutamate receptor, ionotropic, kainate 3 [Source:MGI Symbol;Acc:MGI:95816]	0.446399434568102	0.0565258363860801	0.634646926993207	0.0355212842743708	0.999057956081814	-7.88636795312492e-05	0.317380453854026	0.0743576892781337	20	-1.12094487121177	0.0316109454612382	1	pseudobulk	edgeR	LRT
ENSMUSG00000002107	Celf2	protein_coding	CUGBP, Elav-like family member 2 [Source:MGI Symbol;Acc:MGI:1338822]	0.0380997130614495	-0.194688036919284	0.0709406750835447	-0.170208601150255	0.574248153951914	-0.0467731223600083	0.17164338035064	0.127006051504899	20	0.80021684745345	0.0367213004392719	1	pseudobulk	edgeR	LRT
ENSMUSG00000002109	Ddb2	protein_coding	damage specific DNA binding protein 2 [Source:MGI Symbol;Acc:MGI:1355314]	0.278009537950705	0.201377875929902	0.977444668724147	0.00526642735933724	0.349322013385832	-0.156507116200698	0.356226510247131	-0.171027421671191	20	-2.26121267574079	0.00296478019040712	1	pseudobulk	edgeR	LRT
ENSMUSG00000002266	Zim1	protein_coding	zinc finger, imprinted 1 [Source:MGI Symbol;Acc:MGI:1341879]	0.416111486789117	0.14333525674977	0.178199405793847	-0.240481379588641	0.529327630035896	-0.0998947968483628	0.996612317598609	0.000746298116704569	20	-1.23021765972645	0.0453045726343139	1	pseudobulk	edgeR	LRT
ENSMUSG00000002393	Nr2f6	protein_coding	nuclear receptor subfamily 2, group F, member 6 [Source:MGI Symbol;Acc:MGI:1352453]	0.720603070747915	0.0323469399232659	0.560864013702649	0.0530885396002883	0.792380671868579	-0.0214673295826699	0.667955707442921	-0.0388048955593159	20	3.77867768519037	0.0383545822021963	1	pseudobulk	edgeR	LRT
ENSMUSG00000002396	Ocel1	protein_coding	occludin/ELL domain containing 1 [Source:MGI Symbol;Acc:MGI:1924340]	0.0933863062584864	-0.191360145587352	0.209832703243056	0.14347399065053	0.215993678319275	-0.12658806914338	0.888116578799115	-0.0158568637825829	20	-4.24470422410943	0.0191321999437344	1	pseudobulk	edgeR	LRT
ENSMUSG00000002580	Mien1	protein_coding	migration and invasion enhancer 1 [Source:MGI Symbol;Acc:MGI:1913678]	0.709054451428793	-0.0327275004312753	0.774642155076439	0.0253183342415322	0.952497624644705	0.00471014848667939	0.475556757514763	-0.0626773040309312	20	-4.27178674429022	0.0159672054657352	1	pseudobulk	edgeR	LRT
ENSMUSG00000002845	Tmem39a	protein_coding	transmembrane protein 39a [Source:MGI Symbol;Acc:MGI:1915096]	0.181678778338961	-0.241726124144625	0.119477364415463	-0.284943153789397	0.39919638007991	0.137000204923658	0.0129202919270309	-0.458456851789364	20	2.4317135246897	0.0101595057413262	1	pseudobulk	edgeR	LRT
